Date,Signal_Date,Type,Symbol,Shares,Price,Value
2025-02-24,2025-02-21,BUY,VIX,88000,9250.0,814000000.0
2025-02-24,2025-02-21,BUY,CEO,57900,13810.0,799599000.0
2025-03-03,2025-02-28,SELL,GEE,1500,48120.0,72180000.0
2025-03-03,2025-02-28,SELL,VIX,88000,9490.0,835120000.0
2025-03-03,2025-02-28,SELL,CEO,57900,13910.0,805389000.0
2025-03-03,2025-02-28,BUY,BSI,17000,50360.0,856120000.0
2025-03-03,2025-02-28,BUY,NKG,52400,15950.0,835780000.0
2025-03-10,2025-03-07,SELL,GEE,800,53130.0,42504000.0
2025-03-10,2025-03-07,SELL,BSI,17000,50910.0,865470000.0
2025-03-10,2025-03-07,SELL,NKG,52400,15800.0,827920000.0
2025-03-10,2025-03-07,BUY,VIC,38600,23650.0,912890000.0
2025-03-10,2025-03-07,BUY,VHM,19400,45300.0,878820000.0
2025-03-17,2025-03-14,SELL,GEE,16400,55400.0,908560000.0
2025-03-17,2025-03-14,SELL,VIC,3200,26050.0,83360000.0
2025-03-17,2025-03-14,SELL,VHM,19400,47800.0,927320000.0
2025-03-17,2025-03-14,BUY,VND,63800,14440.0,921272000.0
2025-03-17,2025-03-14,BUY,KHG,153800,5930.0,912034000.0
2025-03-24,2025-03-21,SELL,VIC,35400,28350.0,1003590000.0
2025-03-24,2025-03-21,SELL,VND,63800,15120.0,964656000.0
2025-03-24,2025-03-21,SELL,KHG,153800,5750.0,884350000.0
2025-03-24,2025-03-21,BUY,SHB,94700,10420.0,986774000.0
2025-03-24,2025-03-21,BUY,HDC,39200,23570.0,923944000.0
2025-03-24,2025-03-21,BUY,HAH,24200,38490.0,931458000.0
2025-03-31,2025-03-28,SELL,SHB,2300,10460.0,24058000.0
2025-03-31,2025-03-28,SELL,HDC,39200,24640.0,965888000.0
2025-03-31,2025-03-28,SELL,HAH,24200,40080.0,969936000.0
2025-03-31,2025-03-28,BUY,VIC,34000,29000.0,986000000.0
2025-03-31,2025-03-28,BUY,DPG,30400,31650.0,962160000.0
2025-04-08,2025-04-04,SELL,SHB,92400,9450.0,873180000.0
2025-04-08,2025-04-04,SELL,VIC,34000,27550.0,936700000.0
2025-04-08,2025-04-04,SELL,DPG,30400,27920.0,848768000.0
2025-04-08,2025-04-04,BUY,VFS,63500,13720.0,871220000.0
2025-04-08,2025-04-04,BUY,GEE,17300,51650.0,893545000.0
2025-04-08,2025-04-04,BUY,GEX,44400,20200.0,896880000.0
2025-04-14,2025-04-11,SELL,VFS,63500,15350.0,974725000.0
2025-04-14,2025-04-11,SELL,GEE,17300,58690.0,1015337000.0
2025-04-14,2025-04-11,SELL,GEX,44400,22450.0,996780000.0
2025-04-14,2025-04-11,BUY,MPC,90700,10440.0,946908000.0
2025-04-14,2025-04-11,BUY,VIC,29900,34800.0,1040520000.0
2025-04-14,2025-04-11,BUY,BMP,8400,114940.0,965496000.0
2025-04-21,2025-04-18,SELL,MPC,90700,10050.0,911535000.0
2025-04-21,2025-04-18,SELL,VIC,29900,30750.0,919425000.0
2025-04-21,2025-04-18,SELL,BMP,8400,123320.0,1035888000.0
2025-04-21,2025-04-18,BUY,GEE,14300,67690.0,967967000.0
2025-04-21,2025-04-18,BUY,GEX,39600,25120.0,994752000.0
2025-04-21,2025-04-18,BUY,HAH,22200,45010.0,999222000.0
2025-04-28,2025-04-25,SELL,GEE,14300,76990.0,1100957000.0
2025-04-28,2025-04-25,SELL,GEX,39600,24430.0,967428000.0
2025-04-28,2025-04-25,SELL,HAH,22200,46000.0,1021200000.0
2025-04-28,2025-04-25,BUY,VSC,63400,16260.000000000002,1030884000.0000001
2025-04-28,2025-04-25,BUY,VHM,16200,58500.0,947700000.0
2025-04-28,2025-04-25,BUY,NVL,93000,11450.0,1064850000.0
2025-05-05,2025-05-02,SELL,VSC,3100,18590.0,57629000.0
2025-05-05,2025-05-02,SELL,VHM,16200,60900.0,986580000.0
2025-05-05,2025-05-02,SELL,NVL,93000,11450.0,1064850000.0
2025-05-05,2025-05-02,BUY,VFS,56300,18980.0,1068574000.0
2025-05-05,2025-05-02,BUY,HAH,21500,50100.0,1077150000.0
2025-05-12,2025-05-09,SELL,VSC,60300,17690.0,1066707000.0
2025-05-12,2025-05-09,SELL,VFS,56300,18890.0,1063507000.0
2025-05-12,2025-05-09,SELL,HAH,21500,51620.0,1109830000.0
2025-05-12,2025-05-09,BUY,NLG,37700,28670.0,1080859000.0
2025-05-12,2025-05-09,BUY,GEX,38500,28180.0,1084930000.0
2025-05-12,2025-05-09,BUY,VIC,28300,39700.0,1123510000.0
2025-05-19,2025-05-16,SELL,NLG,37700,30750.0,1159275000.0
2025-05-19,2025-05-16,SELL,GEX,38500,29190.0,1123815000.0
2025-05-19,2025-05-16,SELL,VIC,28300,42800.0,1211240000.0
2025-05-19,2025-05-16,BUY,GEE,12400,95920.0,1189408000.0
2025-05-19,2025-05-16,BUY,HSG,67900,16250.0,1103375000.0
2025-05-19,2025-05-16,BUY,DPG,33000,34360.0,1133880000.0
2025-05-26,2025-05-23,SELL,GEE,12400,101400.0,1257360000.0
2025-05-26,2025-05-23,SELL,HSG,67900,16400.0,1113560000.0
2025-05-26,2025-05-23,SELL,DPG,33000,40390.0,1332870000.0
2025-05-26,2025-05-23,BUY,HAH,19900,59890.0,1191811000.0
2025-05-26,2025-05-23,BUY,VHM,17300,73500.0,1271550000.0
2025-05-26,2025-05-23,BUY,VIC,25700,47250.0,1214325000.0
2025-06-02,2025-05-30,SELL,HAH,19900,57690.0,1148031000.0
2025-06-02,2025-05-30,SELL,VHM,17300,77000.0,1332100000.0
2025-06-02,2025-05-30,SELL,VIC,25700,49000.0,1259300000.0
2025-06-02,2025-05-30,BUY,CEO,81200,17050.0,1384460000.0
2025-06-02,2025-05-30,BUY,NTL,78400,17250.0,1352400000.0
2025-06-02,2025-05-30,BUY,TNG,71700,17510.0,1255467000.0
2025-06-09,2025-06-06,SELL,CEO,81200,17520.0,1422624000.0
2025-06-09,2025-06-06,SELL,NTL,78400,17440.0,1367296000.0
2025-06-09,2025-06-06,SELL,TNG,71700,17050.0,1222485000.0
2025-06-09,2025-06-06,BUY,DXS,143600,8650.0,1242140000.0
2025-06-09,2025-06-06,BUY,PVS,41500,31030.0,1287745000.0
2025-06-09,2025-06-06,BUY,C4G,151300,8000.0,1210400000.0
2025-06-16,2025-06-13,SELL,DXS,143600,8990.0,1290964000.0
2025-06-16,2025-06-13,SELL,PVS,41500,34390.0,1427185000.0
2025-06-16,2025-06-13,SELL,C4G,151300,8200.0,1240660000.0
2025-06-16,2025-06-13,BUY,MPC,107300,13200.0,1416360000.0
2025-06-16,2025-06-13,BUY,VFS,53800,25830.0,1389654000.0
2025-06-16,2025-06-13,BUY,VTP,11200,119640.0,1339968000.0
2025-06-23,2025-06-20,SELL,MPC,107300,12800.0,1373440000.0
2025-06-23,2025-06-20,SELL,VFS,5000,26480.0,132400000.0
2025-06-23,2025-06-20,SELL,VTP,11200,111640.0,1250368000.0
2025-06-23,2025-06-20,BUY,DPG,29000,45250.0,1312250000.0
2025-06-23,2025-06-20,BUY,TCB,40200,32930.0,1323786000.0
2025-06-30,2025-06-27,SELL,VFS,48800,22960.0,1120448000.0
2025-06-30,2025-06-27,SELL,DPG,29000,43400.0,1258600000.0
2025-06-30,2025-06-27,SELL,TCB,40200,33320.0,1339464000.0
2025-06-30,2025-06-27,BUY,MSN,16200,76800.0,1244160000.0
2025-06-30,2025-06-27,BUY,ANV,65100,20480.0,1333248000.0
2025-06-30,2025-06-27,BUY,VIC,26100,47800.0,1247580000.0
2025-07-07,2025-07-04,SELL,MSN,16200,74800.0,1211760000.0
2025-07-07,2025-07-04,SELL,ANV,10400,22850.0,237640000.0
2025-07-07,2025-07-04,SELL,VIC,26100,46500.0,1213650000.0
2025-07-07,2025-07-04,BUY,VIX,103100,12540.0,1292874000.0
2025-07-07,2025-07-04,BUY,HCM,54800,23360.0,1280128000.0
2025-07-14,2025-07-11,SELL,ANV,54700,21780.0,1191366000.0
2025-07-14,2025-07-11,SELL,VIX,103100,13340.0,1375354000.0
2025-07-14,2025-07-11,SELL,HCM,54800,24580.0,1346984000.0
2025-07-14,2025-07-11,BUY,VIC,24000,56500.0,1356000000.0
2025-07-14,2025-07-11,BUY,VGS,45200,29100.0,1315320000.0
2025-07-14,2025-07-11,BUY,VHM,14700,88800.0,1305360000.0
2025-07-21,2025-07-18,SELL,VIC,24000,56000.0,1344000000.0
2025-07-21,2025-07-18,SELL,VGS,45200,31600.0,1428320000.0
2025-07-21,2025-07-18,SELL,VHM,14700,92000.0,1352400000.0
2025-07-21,2025-07-18,BUY,GEE,11400,112460.0,1282044000.0
2025-07-21,2025-07-18,BUY,DXS,119100,11050.0,1316055000.0
2025-07-21,2025-07-18,BUY,CEO,63900,20860.0,1332954000.0
2025-07-28,2025-07-25,SELL,GEE,11400,123510.0,1408014000.0
2025-07-28,2025-07-25,SELL,DXS,119100,11850.0,1411335000.0
2025-07-28,2025-07-25,SELL,CEO,63900,23910.0,1527849000.0
2025-07-28,2025-07-25,BUY,CTS,34600,42500.0,1470500000.0
2025-07-28,2025-07-25,BUY,VJC,11500,127000.0,1460500000.0
2025-07-28,2025-07-25,BUY,VSC,61400,24550.0,1507370000.0
2025-08-04,2025-08-01,SELL,CTS,34600,40650.0,1406490000.0
2025-08-04,2025-08-01,SELL,VJC,11500,127300.0,1463950000.0
2025-08-04,2025-08-01,SELL,VSC,5400,26300.0,142020000.0
2025-08-04,2025-08-01,BUY,SHB,95000,16219.999999999998,1540899999.9999998
2025-08-04,2025-08-01,BUY,SHS,67100,23600.0,1583560000.0
2025-08-11,2025-08-08,SELL,VSC,56000,25900.0,1450400000.0
2025-08-11,2025-08-08,SELL,SHB,95000,16660.0,1582700000.0
2025-08-11,2025-08-08,SELL,SHS,67100,24400.0,1637240000.0
2025-08-11,2025-08-08,BUY,CII,84200,18740.0,1577908000.0
2025-08-11,2025-08-08,BUY,TPB,80000,18620.0,1489600000.0
2025-08-11,2025-08-08,BUY,ANV,55600,25700.0,1428920000.0
2025-08-18,2025-08-15,SELL,CII,14800,23980.0,354904000.0
2025-08-18,2025-08-15,SELL,TPB,80000,19190.0,1535200000.0
2025-08-18,2025-08-15,SELL,ANV,55600,26240.0,1458944000.0
2025-08-18,2025-08-15,BUY,VSC,49500,36200.0,1791900000.0
2025-08-18,2025-08-15,BUY,MBB,59400,27800.0,1651320000.0
2025-08-25,2025-08-22,SELL,CII,69400,22220.0,1542068000.0
2025-08-25,2025-08-22,SELL,VSC,49500,29550.0,1462725000.0
2025-08-25,2025-08-22,SELL,MBB,59400,26200.0,1556280000.0
2025-08-25,2025-08-22,BUY,VDS,64100,23250.0,1490325000.0
2025-08-25,2025-08-22,BUY,KBC,39300,38650.0,1518945000.0
2025-08-25,2025-08-22,BUY,LPB,34100,45000.0,1534500000.0
2025-09-03,2025-08-29,SELL,VDS,64100,24750.0,1586475000.0
2025-09-03,2025-08-29,SELL,KBC,39300,39600.0,1556280000.0
2025-09-03,2025-08-29,SELL,LPB,34100,44700.0,1524270000.0
2025-09-03,2025-08-29,BUY,ORS,95200,16600.0,1580320000.0
2025-09-03,2025-08-29,BUY,SSI,41900,36730.0,1538987000.0
2025-09-03,2025-08-29,BUY,VND,59600,26800.0,1597280000.0
2025-09-08,2025-09-05,SELL,ORS,95200,15050.0,1432760000.0
2025-09-08,2025-09-05,SELL,SSI,41900,35710.0,1496249000.0
2025-09-08,2025-09-05,SELL,VND,59600,24050.0,1433380000.0
2025-09-08,2025-09-05,BUY,NKG,83600,18150.0,1517340000.0
2025-09-08,2025-09-05,BUY,HSG,73900,20000.0,1478000000.0
2025-09-08,2025-09-05,BUY,PVD,67500,21710.0,1465425000.0
2025-09-15,2025-09-12,SELL,NKG,5600,19700.0,110320000.0
2025-09-15,2025-09-12,SELL,HSG,73900,20700.0,1529730000.0
2025-09-15,2025-09-12,SELL,PVD,67500,23320.0,1574100000.0
2025-09-15,2025-09-12,BUY,VIC,22100,68900.0,1522690000.0
2025-09-15,2025-09-12,BUY,DXG,63500,24200.0,1536700000.0
2025-09-22,2025-09-19,SELL,NKG,78000,18250.0,1423500000.0
2025-09-22,2025-09-19,SELL,VIC,1700,74400.0,126480000.0
2025-09-22,2025-09-19,SELL,DXG,63500,22600.0,1435100000.0
2025-09-22,2025-09-19,BUY,GEE,13600,109320.0,1486752000.0
2025-09-22,2025-09-19,BUY,CTD,20300,75580.0,1534274000.0
2025-09-29,2025-09-26,SELL,VIC,20400,86400.0,1762560000.0
2025-09-29,2025-09-26,SELL,GEE,13600,116910.0,1589976000.0
2025-09-29,2025-09-26,SELL,CTD,20300,75870.0,1540161000.0
2025-09-29,2025-09-26,BUY,CII,58300,26800.0,1562440000.0
2025-09-29,2025-09-26,BUY,HHV,96600,16350.000000000002,1579410000.0000002
2025-09-29,2025-09-26,BUY,CEO,58400,26200.0,1530080000.0
2025-10-06,2025-10-03,SELL,CII,58300,26000.0,1515800000.0
2025-10-06,2025-10-03,SELL,HHV,96600,15230.0,1471218000.0
2025-10-06,2025-10-03,SELL,CEO,58400,25400.0,1483360000.0
2025-10-06,2025-10-03,BUY,ANV,49200,30590.0,1505028000.0
2025-10-06,2025-10-03,BUY,VRE,44900,35000.0,1571500000.0
2025-10-06,2025-10-03,BUY,LPB,28000,51800.0,1450400000.0
2025-10-13,2025-10-10,SELL,ANV,49200,32290.0,1588668000.0
2025-10-13,2025-10-10,SELL,VRE,4000,43000.0,172000000.0
2025-10-13,2025-10-10,SELL,LPB,28000,52500.0,1470000000.0
2025-10-13,2025-10-10,BUY,VHM,13400,124200.0,1664280000.0
2025-10-13,2025-10-10,BUY,GEE,11600,142710.0,1655436000.0
2025-10-20,2025-10-17,SELL,VRE,40900,38150.0,1560335000.0
2025-10-20,2025-10-17,SELL,VHM,13400,108000.0,1447200000.0
2025-10-20,2025-10-17,SELL,GEE,1700,166740.0,283458000.0
2025-10-20,2025-10-17,BUY,VJC,10200,174500.0,1779900000.0
2025-10-20,2025-10-17,BUY,CEO,56000,28800.0,1612800000.0
2025-10-27,2025-10-24,SELL,GEE,9900,175210.0,1734579000.0
2025-10-27,2025-10-24,SELL,VJC,10200,175300.0,1788060000.0
2025-10-27,2025-10-24,SELL,CEO,56000,27800.0,1556800000.0
2025-10-27,2025-10-24,BUY,VTP,15300,114500.0,1751850000.0
2025-10-27,2025-10-24,BUY,CTR,19200,91000.0,1747200000.0
2025-10-27,2025-10-24,BUY,FPT,18000,96990.0,1745820000.0
2025-11-03,2025-10-31,SELL,VTP,15300,108100.0,1653930000.0
2025-11-03,2025-10-31,SELL,CTR,19200,89800.0,1724160000.0
2025-11-03,2025-10-31,SELL,FPT,18000,103920.0,1870560000.0
2025-11-03,2025-10-31,BUY,KHG,202600,8310.0,1683606000.0
2025-11-03,2025-10-31,BUY,CTD,17600,93180.0,1639968000.0
2025-11-03,2025-10-31,BUY,VGI,21600,77100.0,1665360000.0
2025-11-10,2025-11-07,SELL,KHG,202600,7610.0,1541786000.0
2025-11-10,2025-11-07,SELL,CTD,17600,79070.0,1391632000.0
2025-11-10,2025-11-07,SELL,VGI,21600,80600.0,1740960000.0
2025-11-10,2025-11-07,BUY,PVD,64300,24700.0,1588210000.0
2025-11-10,2025-11-07,BUY,VIC,15900,99500.0,1582050000.0
2025-11-10,2025-11-07,BUY,NKG,95200,16350.000000000002,1556520000.0000002
2025-11-17,2025-11-14,SELL,PVD,64300,26700.0,1716810000.0
2025-11-17,2025-11-14,SELL,VIC,15900,108500.0,1725150000.0
2025-11-17,2025-11-14,SELL,NKG,95200,17250.0,1642200000.0
2025-11-17,2025-11-14,BUY,HAG,94500,18850.0,1781325000.0
2025-11-17,2025-11-14,BUY,CII,66300,26550.0,1760265000.0
2025-11-17,2025-11-14,BUY,VNM,26500,62100.0,1645650000.0
2025-11-24,2025-11-21,SELL,HAG,94500,18000.0,1701000000.0
2025-11-24,2025-11-21,SELL,CII,66300,25650.0,1700595000.0
2025-11-24,2025-11-21,SELL,VNM,26500,63000.0,1669500000.0
2025-11-24,2025-11-21,BUY,VJC,8300,204800.0,1699840000.0
2025-11-24,2025-11-21,BUY,VIC,14200,119750.0,1700450000.0
2025-11-24,2025-11-21,BUY,NVL,106000,15800.0,1674800000.0
2025-12-01,2025-11-28,SELL,VJC,8300,203900.0,1692370000.0
2025-12-01,2025-11-28,SELL,VIC,1500,134950.0,202425000.0
2025-12-01,2025-11-28,SELL,NVL,106000,14750.0,1563500000.0
2025-12-01,2025-11-28,BUY,VPL,17500,101600.0,1778000000.0
2025-12-01,2025-11-28,BUY,GEE,8500,207520.0,1763920000.0
2025-12-08,2025-12-05,SELL,VIC,300,152700.0,45810000.0
2025-12-08,2025-12-05,SELL,VPL,500,106300.0,53150000.0
2025-12-08,2025-12-05,SELL,GEE,600,219140.0,131484000.0
2025-12-15,2025-12-12,SELL,VIC,12400,142900.0,1771960000.0
2025-12-15,2025-12-12,SELL,VPL,17000,78800.0,1339600000.0
2025-12-15,2025-12-12,SELL,GEE,7900,168220.0,1328938000.0
2025-12-15,2025-12-12,BUY,BMP,8800,175300.0,1542640000.0
2025-12-15,2025-12-12,BUY,FCN,101900,15170.0,1545823000.0
2025-12-15,2025-12-12,BUY,BAF,44400,35500.0,1576200000.0
2025-12-22,2025-12-19,SELL,BMP,8800,176200.0,1550560000.0
2025-12-22,2025-12-19,SELL,FCN,101900,16300.0,1660970000.0
2025-12-22,2025-12-19,SELL,BAF,44400,35300.0,1567320000.0
2025-12-22,2025-12-19,BUY,PVD,55000,27900.0,1534500000.0
2025-12-22,2025-12-19,BUY,VRE,47900,33000.0,1580700000.0
2025-12-22,2025-12-19,BUY,VND,76500,20000.0,1530000000.0
2025-12-29,2025-12-26,SELL,PVD,55000,28500.0,1567500000.0
2025-12-29,2025-12-26,SELL,VRE,47900,33200.0,1590280000.0
2025-12-29,2025-12-26,SELL,VND,76500,19800.0,1514700000.0
2025-12-29,2025-12-26,BUY,GEE,7000,227310.0,1591170000.0
2025-12-29,2025-12-26,BUY,STB,26100,59900.0,1563390000.0
2025-12-29,2025-12-26,BUY,GAS,21300,75100.0,1599630000.0
2026-01-05,2026-01-02,SELL,GEE,700,225540.0,157878000.0
2026-01-05,2026-01-02,SELL,STB,26100,57900.0,1511190000.0
2026-01-05,2026-01-02,SELL,GAS,21300,77400.0,1648620000.0
2026-01-05,2026-01-02,BUY,VHM,12300,132600.0,1630980000.0
2026-01-05,2026-01-02,BUY,DGC,22400,65500.0,1467200000.0
2026-01-12,2026-01-09,SELL,GEE,6300,206340.0,1299942000.0
2026-01-12,2026-01-09,SELL,VHM,12300,130200.0,1601460000.0
2026-01-12,2026-01-09,SELL,DGC,22400,63700.0,1426880000.0
2026-01-12,2026-01-09,BUY,GAS,15300,97000.0,1484100000.0
2026-01-12,2026-01-09,BUY,VGI,16200,101400.0,1642680000.0
2026-01-12,2026-01-09,BUY,PLX,34600,42400.0,1467040000.0
2026-01-19,2026-01-16,SELL,GAS,15300,105800.0,1618740000.0
2026-01-19,2026-01-16,SELL,VGI,2400,130900.0,314160000.0
2026-01-19,2026-01-16,SELL,PLX,1600,55600.0,88960000.0
2026-01-19,2026-01-16,BUY,FOX,21500,87000.0,1870500000.0
2026-01-26,2026-01-23,SELL,VGI,13800,124000.0,1711200000.0
2026-01-26,2026-01-23,SELL,PLX,33000,57000.0,1881000000.0
2026-01-26,2026-01-23,SELL,FOX,2000,92500.0,185000000.0
2026-01-26,2026-01-23,BUY,DGC,23900,68800.0,1644320000.0
2026-01-26,2026-01-23,BUY,GMD,25800,64000.0,1651200000.0
2026-02-02,2026-01-30,SELL,FOX,19500,92000.0,1794000000.0
2026-02-02,2026-01-30,SELL,DGC,23900,67300.0,1608470000.0
2026-02-02,2026-01-30,SELL,GMD,25800,68200.0,1759560000.0
2026-02-02,2026-01-30,BUY,PVS,41900,48100.0,2015390000.0
2026-02-02,2026-01-30,BUY,GAS,16200,114500.0,1854900000.0
2026-02-02,2026-01-30,BUY,PNJ,15000,118200.0,1773000000.0
2026-02-09,2026-02-06,SELL,PVS,41900,45900.0,1923210000.0
2026-02-09,2026-02-06,SELL,GAS,16200,115700.0,1874340000.0
2026-02-09,2026-02-06,SELL,PNJ,15000,112900.0,1693500000.0
2026-02-09,2026-02-06,BUY,BFC,32700,53300.0,1742910000.0
2026-02-09,2026-02-06,BUY,VSC,79500,22350.0,1776825000.0
2026-02-09,2026-02-06,BUY,BAF,46600,37600.0,1752160000.0
2026-02-23,2026-02-13,SELL,BFC,32700,61500.0,2011050000.0
2026-02-23,2026-02-13,SELL,VSC,79500,25950.0,2063025000.0
2026-02-23,2026-02-13,SELL,BAF,46600,38250.0,1782450000.0
2026-02-23,2026-02-13,BUY,VIC,12300,162300.0,1996290000.0
2026-02-23,2026-02-13,BUY,EIB,85300,23400.0,1996020000.0
2026-02-23,2026-02-13,BUY,VHM,18000,110700.0,1992600000.0
2026-03-09,2026-03-06,SELL,VIC,12300,145600.0,1790880000.0
2026-03-09,2026-03-06,SELL,EIB,85300,20550.0,1752915000.0
2026-03-09,2026-03-06,SELL,VHM,18000,88400.0,1591200000.0
2026-03-09,2026-03-06,BUY,PVT,60400,28600.0,1727440000.0
2026-03-09,2026-03-06,BUY,DCM,37500,46050.0,1726875000.0
2026-03-09,2026-03-06,BUY,DPM,59600,29950.0,1785020000.0
2026-03-16,2026-03-13,SELL,PVT,60400,24100.0,1455640000.0
2026-03-16,2026-03-13,SELL,DCM,37500,44550.0,1670625000.0
2026-03-16,2026-03-13,SELL,DPM,7300,30900.0,225570000.0
2026-03-16,2026-03-13,BUY,VCG,73900,23600.0,1744040000.0
2026-03-16,2026-03-13,BUY,NVL,137300,13500.0,1853550000.0
2026-03-23,2026-03-20,SELL,DPM,52300,28700.0,1501010000.0
2026-03-23,2026-03-20,SELL,VCG,73900,20750.0,1533425000.0
2026-03-23,2026-03-20,SELL,NVL,137300,12550.0,1723115000.0
2026-03-23,2026-03-20,BUY,VCK,43900,35150.0,1543085000.0
2026-03-23,2026-03-20,BUY,FOX,19400,76800.0,1489920000.0
2026-03-23,2026-03-20,BUY,GEE,9800,148200.0,1452360000.0
2026-03-30,2026-03-27,SELL,VCK,43900,34000.0,1492600000.0
2026-03-30,2026-03-27,SELL,FOX,19400,87200.0,1691680000.0
2026-03-30,2026-03-27,SELL,GEE,9800,184600.0,1809080000.0
2026-03-30,2026-03-27,BUY,CII,84000,18300.0,1537200000.0
2026-03-30,2026-03-27,BUY,VTP,16100,97500.0,1569750000.0
2026-03-30,2026-03-27,BUY,DCM,33000,49000.0,1617000000.0
PENDING,2026-04-03,SELL PENDING,CII,84000,18000.0,1512000000.0
PENDING,2026-04-03,SELL PENDING,VTP,16100,93600.0,1506960000.0
PENDING,2026-04-03,SELL PENDING,DCM,33000,44350.0,1463550000.0
PENDING,2026-04-03,BUY PENDING,VHM,13200,119200.0,1573440000.0
PENDING,2026-04-03,BUY PENDING,GEE,8100,194300.0,1573830000.0
PENDING,2026-04-03,BUY PENDING,DXS,210900,7470.0,1575423000.0
